,ID,corredor_armazem,modo_envio,numero_chamadas_cliente,avaliacao_cliente,custo_produto,compras_anteriores,prioridade_produto,genero,desconto,peso_gramas,entregue_no_prazo,performance_prioridade_envio,performance_modo_envio,faixa_desconto,performance_faixa_desconto
2033,2034,F,Caminhao,3,2,264,4,alta,F,32,2754,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2034,2035,D,Caminhao,3,5,243,2,media,M,42,3421,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2035,2036,F,Caminhao,5,2,142,2,baixa,F,55,1758,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2036,2037,A,Caminhao,4,2,172,2,baixa,M,23,1019,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2037,2038,B,Caminhao,4,1,280,3,media,M,2,3366,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
2038,2039,C,Caminhao,3,2,254,2,baixa,M,37,2469,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2039,2040,F,Caminhao,5,2,202,3,media,M,34,3885,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2040,2041,D,Caminhao,5,3,110,5,baixa,M,21,1011,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2041,2042,F,Caminhao,4,4,162,2,media,M,30,1158,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2042,2043,A,Caminhao,3,3,183,3,media,M,21,2585,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2043,2044,B,Caminhao,4,2,260,2,baixa,F,31,2805,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2044,2045,C,Caminhao,3,5,109,5,baixa,M,27,1581,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2045,2046,F,Caminhao,3,3,273,4,baixa,M,12,2151,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2046,2047,D,Caminhao,5,2,262,6,media,M,10,3164,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
2047,2048,F,Caminhao,2,4,239,5,baixa,F,59,2181,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2048,2049,A,Caminhao,3,2,185,2,alta,F,49,3864,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2049,2050,B,Caminhao,4,4,248,3,media,M,59,2868,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2050,2051,C,Aviao,5,4,180,2,baixa,M,52,1122,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2051,2052,F,Aviao,4,5,221,3,baixa,F,43,3561,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2052,2053,D,Aviao,3,5,162,2,baixa,M,28,1948,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2053,2054,F,Aviao,2,5,162,4,media,M,49,1671,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2054,2055,A,Aviao,3,1,145,2,baixa,M,28,1313,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2055,2056,B,Aviao,5,3,228,3,media,F,38,3631,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2056,2057,C,Aviao,3,4,196,3,baixa,M,47,2447,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2057,2058,F,Aviao,3,4,254,2,alta,M,56,3266,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2058,2059,D,Aviao,5,2,215,2,media,M,46,3942,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2059,2060,F,Aviao,5,2,265,3,media,F,33,2734,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2060,2061,A,Aviao,3,2,173,3,alta,M,60,1582,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2062,2063,C,Aviao,4,3,213,2,baixa,M,27,2034,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2063,2064,F,Aviao,4,1,124,2,media,M,22,1714,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2064,2065,D,Aviao,3,4,156,4,media,F,7,1492,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
2065,2066,F,Aviao,3,1,265,3,media,M,11,2194,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
2066,2067,A,Aviao,3,1,139,3,alta,F,6,1269,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
2068,2069,C,Aviao,5,4,178,7,media,F,36,1179,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2071,2072,F,Aviao,3,1,153,2,media,F,51,1841,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2073,2074,B,Navio,5,1,214,3,baixa,M,33,2562,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2074,2075,C,Navio,3,4,175,2,baixa,F,2,1072,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
2077,2078,F,Navio,5,2,195,6,baixa,M,35,1852,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2078,2079,A,Navio,3,5,271,4,baixa,F,10,1679,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
2079,2080,B,Navio,5,4,228,3,media,M,42,3145,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2080,2081,C,Navio,3,4,196,3,baixa,F,52,2129,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2081,2082,F,Navio,3,1,254,2,alta,F,60,3590,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2082,2083,D,Navio,5,4,215,2,media,M,34,2713,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2083,2084,F,Navio,5,5,265,3,media,M,46,3997,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2084,2085,A,Navio,3,2,173,3,alta,M,40,1723,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2085,2086,B,Navio,4,2,233,7,media,M,56,3925,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2086,2087,C,Navio,4,4,213,2,baixa,F,27,2938,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2087,2088,F,Navio,4,2,124,2,media,M,50,1592,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2088,2089,D,Navio,3,5,156,4,media,F,26,1769,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2089,2090,F,Navio,3,1,265,3,media,F,61,3010,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2090,2091,A,Navio,3,2,139,3,alta,F,4,1546,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
2092,2093,C,Navio,5,4,178,7,media,M,52,1824,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2095,2096,F,Navio,3,4,153,2,media,M,37,1740,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2097,2098,B,Navio,5,4,214,3,baixa,M,52,3403,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2098,2099,C,Navio,3,5,175,2,baixa,F,40,1460,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2099,2100,F,Navio,3,2,176,3,baixa,F,29,1953,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2101,2102,F,Navio,5,1,195,6,baixa,F,29,1039,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2102,2103,A,Navio,3,5,164,3,baixa,M,61,1473,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2103,2104,B,Navio,3,1,231,3,media,F,33,2755,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2104,2105,C,Navio,5,5,248,3,media,F,9,3873,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
2105,2106,F,Navio,4,5,237,2,media,F,60,3427,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2106,2107,D,Navio,3,1,111,4,baixa,F,8,1620,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
2107,2108,F,Navio,5,5,106,5,baixa,F,46,1275,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2108,2109,A,Navio,4,2,139,3,baixa,M,29,1365,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2109,2110,B,Navio,4,3,149,2,baixa,F,58,1657,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2110,2111,C,Navio,4,5,180,3,baixa,F,24,1513,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2112,2113,D,Navio,4,2,183,3,baixa,M,5,3716,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
2113,2114,F,Navio,6,4,164,5,baixa,M,20,1555,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2114,2115,A,Navio,4,1,143,3,media,F,28,1197,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2115,2116,B,Navio,3,3,162,2,media,M,5,1202,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
2116,2117,C,Navio,4,2,202,4,media,M,56,3098,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2117,2118,F,Navio,3,2,135,2,media,F,2,1150,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
2118,2119,D,Navio,3,2,232,2,baixa,F,58,2054,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2119,2120,F,Navio,3,3,218,3,baixa,M,19,3770,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2120,2121,A,Navio,5,4,177,2,baixa,M,14,1735,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2122,2123,C,Navio,3,4,181,2,media,F,45,3448,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2123,2124,F,Navio,3,2,238,2,baixa,F,29,3728,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2124,2125,D,Navio,3,2,250,5,baixa,F,36,2717,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2125,2126,F,Navio,3,1,152,2,baixa,F,25,1848,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2126,2127,A,Navio,4,5,242,4,baixa,F,35,3215,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2127,2128,B,Navio,3,1,236,2,alta,M,2,3949,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
2128,2129,C,Navio,4,1,238,4,baixa,F,22,3950,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2129,2130,F,Navio,4,4,165,5,baixa,M,21,1727,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2130,2131,D,Navio,4,2,271,3,media,M,50,3448,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2131,2132,F,Navio,3,3,109,2,media,M,18,1661,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2132,2133,A,Navio,4,1,235,3,alta,F,22,3695,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2133,2134,B,Navio,3,3,186,3,media,M,49,2356,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2134,2135,C,Navio,4,1,202,2,baixa,M,40,2327,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2135,2136,F,Navio,3,3,188,4,media,M,3,3075,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
2136,2137,D,Navio,5,3,224,2,media,M,52,3824,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2137,2138,F,Navio,5,3,239,4,baixa,M,3,3734,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
2138,2139,A,Navio,2,3,140,2,media,M,20,1832,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2139,2140,B,Navio,6,3,272,3,baixa,F,39,2518,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2141,2142,F,Navio,3,3,261,3,media,M,14,3479,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2143,2144,F,Navio,3,1,154,2,media,F,56,1300,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2144,2145,A,Navio,3,5,237,3,baixa,M,55,2451,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2145,2146,B,Navio,4,4,181,3,baixa,M,44,2070,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2146,2147,C,Navio,3,3,133,6,baixa,F,10,1686,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
2147,2148,F,Navio,3,4,150,3,media,M,47,1511,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2149,2150,F,Navio,6,1,142,5,baixa,F,30,1464,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2150,2151,A,Navio,4,3,214,2,baixa,M,57,2078,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2151,2152,B,Navio,5,1,155,2,media,F,40,1024,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2152,2153,C,Navio,4,2,191,2,baixa,M,11,3985,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
2153,2154,F,Navio,4,5,133,2,media,M,39,1106,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2154,2155,D,Navio,3,3,211,4,alta,F,22,2942,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2155,2156,F,Navio,4,3,212,4,baixa,M,28,2422,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2156,2157,A,Navio,3,1,150,2,baixa,M,9,1158,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
2157,2158,B,Navio,3,5,208,3,baixa,F,41,3977,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2158,2159,C,Navio,4,2,157,2,media,M,15,1724,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2159,2160,F,Navio,4,4,228,3,baixa,M,60,2715,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2160,2161,D,Navio,3,4,254,2,media,F,44,3786,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2162,2163,A,Navio,6,2,195,3,media,M,30,3462,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2163,2164,B,Navio,4,5,193,4,baixa,M,33,2173,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2164,2165,C,Navio,5,4,165,3,media,F,48,1240,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2165,2166,F,Caminhao,3,1,177,2,baixa,M,38,1099,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2166,2167,D,Caminhao,3,4,244,3,baixa,F,46,2844,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2167,2168,F,Caminhao,3,2,151,2,baixa,M,26,1793,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2168,2169,A,Caminhao,3,1,164,2,baixa,M,2,1104,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
2169,2170,B,Caminhao,5,1,165,3,baixa,F,37,1228,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2170,2171,C,Caminhao,3,4,256,2,media,M,55,2247,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2171,2172,F,Caminhao,4,4,150,4,baixa,M,5,1263,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
2172,2173,D,Caminhao,2,3,255,3,baixa,M,27,3484,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2173,2174,F,Caminhao,4,3,268,3,media,F,23,2996,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2174,2175,A,Caminhao,3,5,166,3,baixa,F,1,1366,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
2175,2176,B,Caminhao,3,5,230,3,baixa,F,49,3477,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2176,2177,C,Caminhao,4,3,163,3,baixa,F,45,1395,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2178,2179,D,Caminhao,3,5,161,3,media,F,10,1978,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
2179,2180,F,Caminhao,6,2,181,4,alta,F,6,3003,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
2180,2181,A,Caminhao,4,1,242,3,alta,M,47,3489,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2181,2182,B,Caminhao,3,3,151,3,baixa,F,24,1139,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2182,2183,C,Caminhao,3,4,167,3,media,M,50,1068,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2183,2184,F,Caminhao,3,2,257,3,baixa,F,25,2334,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2184,2185,D,Caminhao,3,2,204,2,media,F,35,2090,1,Não Houve Atraso,Não Houve Atraso,Desconto Acima da Media,Entrega no Prazo com Desconto Acima da Media
2185,2186,F,Caminhao,5,3,219,3,baixa,M,1,2027,1,Não Houve Atraso,Não Houve Atraso,Desconto Abaixo da Media,Entrega no Prazo com Desconto Abaixo da Media
